chlorides,total_sulfur_dioxide,density,pH,alcohol,high_quality
0.027,112.0,0.99086,3.19,12.4,0
0.041,167.0,0.9908,3.11,11.9,0
0.023,132.0,0.99067,3.11,11.7,0
0.126,199.0,0.99711,2.98,9.4,0
0.039,272.0,0.99452,3.53,9.6,0
0.126,199.0,0.99711,2.98,9.4,0
0.043,175.0,0.9945,2.98,10.4,1
0.042,102.0,0.99427,3.09,9.5,0
0.036,73.0,0.99152,3.2,11.9,0
0.024,116.0,0.98935,3.18,12.5,0
0.016,55.0,0.98876,3.16,13.4,0
0.026,114.0,0.99174,3.13,12.7,0
0.045,208.0,0.99572,3.17,9.1,0
0.026,58.0,0.99184,2.9,10.5,0
0.046,176.0,0.99454,3.19,10.4,0
0.046,176.0,0.99454,3.19,10.4,0
0.03,110.0,0.99164,3.08,12.5,1
0.046,176.0,0.99454,3.19,10.4,0
0.038,183.0,0.99778,2.95,9.0,0
0.045,120.0,0.9975,3.18,9.8,0
0.038,183.0,0.99778,2.95,9.0,0
0.033,142.0,0.99205,3.17,10.7,0
0.033,111.0,0.98962,3.16,12.4,0
0.029,76.0,0.99118,3.08,12.5,1
0.03,110.0,0.99164,3.08,12.5,1
0.028,82.0,0.99274,3.1,12.1,1
0.041,163.0,0.99184,2.92,11.3,0
0.039,122.0,0.99052,3.25,12.0,0
0.042,141.0,0.99546,3.28,10.4,0
0.042,87.0,0.98972,3.11,12.2,1
0.039,115.0,0.9942,3.05,8.6,0
0.045,208.0,0.99572,3.17,9.1,0
0.028,91.0,0.99022,2.96,12.1,0
0.032,125.0,0.99253,3.32,12.0,0
0.026,58.0,0.99184,2.9,10.5,0
0.046,176.0,0.99454,3.19,10.4,0
0.029,102.0,0.9903,3.46,11.9,0
0.024,94.0,0.98906,3.25,13.7,1
0.03,78.0,0.99146,3.22,11.3,0
0.036,88.0,0.9951,3.02,10.5,0
0.024,94.0,0.98906,3.25,13.7,1
0.041,201.0,0.995,3.14,10.1,0
0.024,76.0,0.98876,2.94,12.3,0
0.031,89.0,0.98956,3.06,12.0,1
0.03,78.0,0.99146,3.22,11.3,0
0.04,183.0,0.99592,3.12,9.5,0
0.043,152.0,0.99129,3.02,11.4,0
0.045,118.0,0.99064,3.16,11.9,1
0.032,18.0,0.99368,2.85,10.0,0
0.032,18.0,0.99368,2.85,10.0,0
0.034,102.0,0.99121,3.23,11.3,1
0.045,133.0,0.99104,3.25,11.7,0
0.022,129.0,0.99221,3.36,11.0,1
0.033,111.0,0.98924,2.97,12.2,1
0.028,124.0,0.99176,2.91,10.7,1
0.038,84.0,0.99432,3.11,10.9,0
0.04,113.0,0.99366,3.17,10.2,0
0.045,118.0,0.99064,3.16,11.9,1
0.047,130.0,0.99178,3.15,11.1,0
0.045,159.0,0.99126,3.0,11.2,0
0.043,152.0,0.99129,3.02,11.4,0
0.047,169.0,0.99252,3.07,10.6,0
0.047,151.0,0.99709,3.03,10.3,0
0.054,203.0,0.99513,3.4,10.4,0
0.033,111.0,0.99045,3.1,11.9,0
0.036,98.0,0.99,3.19,11.9,1
0.043,129.0,0.99305,3.12,10.4,0
0.052,126.0,0.99888,3.11,9.2,0
0.04,117.0,0.99182,3.24,11.3,0
0.04,117.0,0.99182,3.24,11.3,0
0.034,89.0,0.9913,3.25,11.0,1
0.036,98.0,0.99,3.19,11.9,1
0.031,147.0,0.98836,3.08,12.9,1
0.027,21.0,0.9897,3.09,10.8,0
0.049,206.0,0.99586,3.16,9.1,0
0.043,129.0,0.99305,3.12,10.4,0
0.03,103.0,0.98892,3.35,12.9,0
0.037,86.0,0.99156,3.46,12.2,0
0.052,126.0,0.99888,3.11,9.2,0
0.052,150.0,0.99534,3.06,10.3,0
0.059,128.0,0.99322,3.08,11.0,1
0.043,98.0,0.99296,3.17,11.0,0
0.039,100.0,0.99098,3.69,11.7,0
0.039,122.0,0.98972,3.2,12.0,0
0.047,148.0,0.98964,3.17,12.7,0
0.061,198.0,0.99918,3.11,8.8,0
0.04,117.0,0.99182,3.24,11.3,0
0.034,121.0,0.99008,3.19,12.8,0
0.043,114.0,0.992,3.18,11.2,0
0.057,221.0,0.99851,3.26,8.9,0
0.04,103.0,0.99026,3.5,11.2,0
0.051,135.0,0.9906,3.23,11.1,0
0.042,115.0,0.99293,3.05,10.8,0
0.045,126.0,0.99658,3.18,9.3,0
0.057,221.0,0.99851,3.26,8.9,0
0.038,34.0,0.9911,3.22,12.7,1
0.045,140.0,0.9904,3.16,12.0,0
0.04,103.0,0.99026,3.5,11.2,0
0.039,130.0,0.99946,3.23,8.8,0
0.039,130.0,0.99946,3.23,8.8,0
0.039,130.0,0.99946,3.23,8.8,0
0.038,154.0,0.99568,3.2,10.4,0
0.039,130.0,0.99946,3.23,8.8,0
0.038,154.0,0.99568,3.2,10.4,0
0.027,88.0,0.9907,3.38,14.0,0
0.039,130.0,0.99946,3.23,8.8,0
0.035,294.0,0.99018,3.03,13.1,0
0.029,88.0,0.98994,3.25,12.3,0
0.03,109.0,0.99075,3.27,12.6,0
0.02,133.0,0.99212,3.18,12.0,1
0.033,124.0,0.99684,2.87,9.5,0
0.02,133.0,0.99212,3.18,12.0,1
0.019,114.0,0.99036,3.08,12.7,1
0.042,130.0,0.99456,3.4,10.5,0
0.023,80.0,0.98865,3.15,12.9,0
0.033,124.0,0.99684,2.87,9.5,0
0.02,133.0,0.99212,3.18,12.0,1
0.019,114.0,0.99036,3.08,12.7,1
0.024,198.0,0.99222,3.06,11.9,0
0.037,123.0,0.99022,3.24,12.0,0
0.031,133.0,0.99076,3.25,12.5,0
0.034,118.0,0.99144,3.21,12.1,1
0.019,82.0,0.98961,3.05,12.5,0
0.043,113.0,0.9936,3.06,9.9,0
0.036,147.0,0.99126,3.02,10.7,0
0.048,87.0,0.99044,2.94,12.0,0
0.042,116.0,0.99123,2.97,12.2,1
0.036,124.0,0.99123,2.99,12.4,1
0.038,125.0,0.9916,3.0,12.4,1
0.039,140.0,0.9959,3.02,10.3,0
0.048,87.0,0.99044,2.94,12.0,0
0.05,154.0,0.9931,3.3,10.5,0
0.051,98.0,0.99422,3.1,9.5,0
0.046,106.0,0.99194,3.0,10.5,0
0.027,90.0,0.98926,3.24,12.3,0
0.025,107.0,0.99306,2.93,11.9,0
0.038,131.0,0.99164,3.25,9.8,0
0.027,90.0,0.98926,3.24,12.3,0
0.04,76.0,0.98988,3.14,11.4,1
0.041,115.0,0.99268,3.21,11.0,0
0.046,70.0,0.99373,3.06,10.8,0
0.027,125.0,0.98939,3.24,12.8,1
0.055,123.0,0.99318,3.11,11.0,1
0.035,148.0,0.99196,3.15,10.2,0
0.026,114.0,0.98952,3.32,12.5,1
0.037,146.0,0.9911,3.06,11.6,0
0.025,107.0,0.99306,2.93,11.9,0
0.038,131.0,0.99164,3.25,9.8,0
0.036,89.0,0.99111,3.26,11.0,0
0.037,123.0,0.99321,3.14,10.9,0
0.044,127.0,0.99326,2.97,11.0,1
0.027,126.0,0.99124,2.96,12.5,0
0.044,127.0,0.99326,2.97,11.0,1
0.032,121.0,0.99214,3.18,12.0,1
0.031,145.0,0.9897,3.14,12.4,1
0.027,126.0,0.99124,2.96,12.5,0
0.022,97.0,0.98915,3.22,12.8,1
0.044,127.0,0.99326,2.97,11.0,1
0.035,177.0,0.99692,3.33,9.1,0
0.033,156.0,0.991,3.11,12.4,1
0.031,98.0,0.9913,3.15,12.9,1
0.045,126.0,0.99234,3.09,10.9,0
0.045,164.0,0.99402,3.53,10.8,0
0.04,142.0,0.99678,3.11,10.6,0
0.053,106.0,0.99458,3.13,9.0,0
0.043,154.0,0.99452,3.04,12.0,0
0.041,131.0,0.99033,3.25,11.8,0
0.041,158.0,0.9927,3.01,10.6,0
0.033,74.0,0.99002,3.34,12.3,0
0.104,54.0,0.99057,3.19,11.5,0
0.044,111.0,0.99127,2.97,11.1,0
0.053,106.0,0.99458,3.13,9.0,0
0.142,111.0,0.9927,3.0,9.9,0
0.036,92.0,0.98938,3.27,12.8,1
0.102,76.0,0.99001,2.93,12.9,0
0.034,74.0,0.99386,3.1,12.9,0
0.037,115.0,0.9899,3.01,12.0,0
0.043,154.0,0.99452,3.04,12.0,0
0.045,151.0,0.9913,3.22,11.2,0
0.041,86.0,0.98916,3.11,13.3,1
0.046,125.0,0.99276,3.34,9.9,0
0.055,192.0,0.99586,3.11,9.5,0
0.054,200.0,0.99556,3.12,9.4,0
0.047,119.0,0.99158,3.48,11.0,1
0.056,150.0,0.99548,2.96,9.4,0
0.038,107.0,0.99206,2.98,11.5,0
0.038,79.0,0.99412,3.14,12.5,0
0.035,93.0,0.99364,3.18,11.9,0
0.054,141.0,0.99338,3.26,10.4,0
0.045,151.0,0.9913,3.22,11.2,0
0.035,141.0,0.99123,3.11,12.5,0
0.039,147.0,0.99216,3.18,11.0,1
0.059,115.0,0.99328,3.09,9.8,0
0.034,99.0,0.99031,3.1,12.3,1
0.036,113.0,0.9908,3.18,11.0,0
0.036,113.0,0.98871,3.1,12.6,1
0.036,109.0,0.99119,3.31,11.6,0
0.034,99.0,0.99031,3.1,12.3,1
0.02,86.0,0.99146,3.19,13.4,1
0.059,115.0,0.99328,3.09,9.8,0
0.034,116.0,0.99245,3.18,11.5,0
0.037,139.0,0.99116,3.04,11.6,0
0.039,147.0,0.9921,3.18,11.1,1
0.039,147.0,0.99216,3.18,11.0,1
0.043,131.0,0.99162,3.06,11.3,0
0.043,173.0,0.99632,3.08,9.9,0
0.025,105.0,0.99082,3.06,12.6,1
0.029,100.0,0.9905,3.3,11.8,1
0.042,201.0,0.99177,3.03,11.4,0
0.045,193.0,0.9986,3.1,9.2,0
0.045,193.0,0.9986,3.1,9.2,0
0.045,193.0,0.9986,3.1,9.2,0
0.045,193.0,0.9986,3.1,9.2,0
0.045,193.0,0.9986,3.1,9.2,0
0.045,193.0,0.9986,3.1,9.2,0
0.03,101.0,0.98923,3.21,13.0,0
0.047,193.0,1.00014,3.1,9.3,1
0.03,92.0,0.99026,3.22,12.6,1
0.035,247.0,0.99358,3.34,9.6,0
0.041,157.0,0.99688,3.42,8.0,0
0.03,105.0,0.99407,3.11,11.8,0
0.043,154.0,0.99226,3.21,10.2,0
0.051,126.0,0.99097,3.32,12.7,0
0.061,214.0,0.9976,3.31,9.4,0
0.044,115.0,0.99166,3.1,10.2,0
0.044,91.0,0.99184,3.28,12.0,1
0.045,100.0,0.99135,3.08,11.3,1
0.038,118.0,0.99074,3.32,11.8,1
0.039,129.0,0.99193,3.45,10.9,0
0.043,99.0,0.99226,3.14,9.8,0
0.06,154.0,0.99142,3.23,12.2,1
0.057,125.0,0.99091,3.23,11.1,1
0.061,214.0,0.9976,3.31,9.4,0
0.065,140.0,0.99134,3.06,11.4,0
0.044,115.0,0.99166,3.1,10.2,0
0.051,127.0,0.98964,3.13,12.8,0
0.039,125.0,0.99229,3.07,10.1,1
0.184,168.0,0.99396,2.93,9.4,0
0.035,103.0,0.99148,2.91,12.2,0
0.046,121.0,0.9913,3.07,10.9,1
0.047,122.0,0.99126,3.06,10.9,1
0.046,121.0,0.9913,3.07,10.9,1
0.184,168.0,0.99396,2.93,9.4,0
0.044,196.0,0.99562,3.14,9.4,0
0.043,80.0,0.99128,3.08,11.4,0
0.044,73.0,0.98896,3.17,12.9,1
0.046,194.0,0.99558,3.14,9.4,0
0.04,84.0,0.98961,2.91,12.0,1
0.043,113.0,0.99338,3.38,10.1,0
0.046,194.0,0.99558,3.14,9.4,0
0.044,196.0,0.99562,3.14,9.4,0
0.047,184.0,0.99572,3.17,9.2,0
0.039,109.0,0.99056,3.34,11.8,0
0.029,105.0,0.99146,3.0,12.3,1
0.043,80.0,0.99128,3.08,11.4,0
0.044,73.0,0.98896,3.17,12.9,1
0.032,91.0,0.99172,3.13,12.3,0
0.032,93.0,0.99012,3.27,13.5,1
0.033,142.0,0.98912,3.29,12.8,1
0.022,96.0,0.98902,3.04,12.8,1
0.033,142.0,0.98912,3.29,12.8,1
0.037,208.0,0.99395,2.9,11.0,0
0.039,124.0,0.99539,3.2,10.6,0
0.039,96.0,0.99129,3.16,12.4,1
0.048,142.0,0.98956,3.22,12.9,1
0.047,152.0,0.9916,3.54,11.1,1
0.032,95.0,0.98889,3.08,12.9,1
0.042,64.0,0.99012,3.1,11.8,1
0.058,243.0,0.99833,3.23,9.1,0
0.036,74.0,0.98853,3.09,12.7,1
0.036,96.0,0.98942,3.16,12.0,0
0.043,105.0,0.99266,3.24,11.2,0
0.042,105.0,0.98962,3.19,12.4,1
0.047,148.0,0.99168,3.5,10.4,0
0.05,124.0,0.9968,3.06,10.4,0
0.04,80.0,0.98934,3.29,12.7,0
0.039,105.0,0.98995,3.48,12.5,1
0.037,103.0,0.991,3.14,12.0,0
0.047,117.0,0.99152,3.16,11.6,0
0.035,126.0,0.99048,3.12,12.6,1
0.042,178.0,0.99204,3.15,10.2,0
0.036,70.0,0.99202,3.43,10.4,1
0.038,122.0,0.9906,3.3,11.5,0
0.049,112.0,0.99091,3.02,11.0,0
0.048,176.0,0.99472,3.11,10.1,0
0.046,159.0,0.99452,3.08,10.5,0
0.059,151.0,0.99177,3.23,12.1,1
0.047,146.0,0.9934,3.18,9.9,0
0.034,87.0,0.99082,3.05,11.4,0
0.048,189.0,0.99784,3.0,9.5,0
0.048,189.0,0.99784,3.0,9.5,0
0.048,189.0,0.99784,3.0,9.5,0
0.046,41.0,0.99665,3.17,10.9,0
0.05,98.0,0.99422,3.08,9.5,0
0.048,125.0,0.98999,3.32,12.6,0
0.05,98.0,0.99422,3.08,9.5,0
0.059,104.0,0.99254,3.18,11.1,0
0.048,189.0,0.99782,3.0,9.5,1
0.048,189.0,0.99784,3.0,9.5,0
0.058,188.0,0.9952,3.13,10.6,0
0.057,185.0,0.99519,3.12,10.6,0
0.055,157.0,0.99384,3.15,10.8,0
0.046,41.0,0.99665,3.17,10.9,0
0.047,101.0,0.99596,3.34,9.9,0
0.06,132.0,0.9935,3.08,11.3,0
0.034,90.0,0.98862,3.22,12.6,0
0.034,81.0,0.99151,2.96,12.5,0
0.032,87.0,0.9922,3.02,12.4,0
0.038,132.0,0.99426,3.31,11.8,1
0.026,119.0,0.99168,3.18,12.2,0
0.048,136.0,0.99556,3.19,10.7,0
0.033,97.0,0.99356,3.17,11.3,1
0.034,81.0,0.99151,2.96,12.5,0
0.032,87.0,0.9922,3.02,12.4,0
0.033,72.0,0.99072,3.05,11.3,1
0.047,101.0,0.99596,3.34,9.9,0
0.06,132.0,0.9935,3.08,11.3,0
0.034,90.0,0.98862,3.22,12.6,0
0.033,67.0,0.98954,3.14,11.5,0
0.033,76.0,0.99076,2.98,12.3,1
0.032,111.0,0.9889,2.97,12.2,0
0.033,114.0,0.98794,3.08,13.2,0
0.041,161.0,0.99207,3.13,10.2,0
0.039,117.0,0.99355,3.05,11.5,1
0.033,114.0,0.98794,3.08,13.2,0
0.032,111.0,0.9889,2.97,12.2,0
0.051,139.0,0.99336,3.47,11.0,0
0.034,121.0,0.98882,2.98,13.2,1
0.045,135.0,0.99341,3.32,9.5,0
0.047,132.0,0.997,3.25,10.2,0
0.041,161.0,0.99207,3.13,10.2,0
0.05,189.0,0.99174,3.0,11.4,0
0.03,140.0,0.99042,3.16,12.5,1
0.046,221.0,0.9984,3.01,9.2,0
0.04,121.0,0.99111,3.28,12.1,1
0.045,125.0,0.9933,3.1,10.7,1
0.04,121.0,0.99111,3.28,12.1,1
0.046,156.0,0.99316,3.38,11.2,0
0.044,179.0,0.9946,3.25,10.6,0
0.037,126.0,0.99,3.06,11.8,0
0.03,140.0,0.99042,3.16,12.5,1
0.046,221.0,0.9984,3.01,9.2,0
0.096,80.0,0.99016,2.95,12.6,0
0.026,77.0,0.99381,3.13,12.8,1
0.026,112.0,0.99144,3.0,12.3,0
0.026,113.0,0.99139,2.99,12.3,1
0.036,91.0,0.9919,2.98,12.4,0
0.03,115.0,0.99192,2.93,12.3,0
0.048,188.0,0.99576,3.2,9.1,0
0.047,186.0,0.9958,3.2,9.1,0
0.032,138.0,0.9951,3.1,10.6,0
0.042,189.0,0.99304,3.19,10.3,0
0.052,183.0,0.99657,3.39,9.5,0
0.037,95.0,0.99268,3.25,11.1,0
0.054,143.0,0.99392,3.12,10.8,0
0.028,120.0,0.99242,2.94,11.2,0
0.054,143.0,0.99392,3.12,10.8,0
0.024,99.0,0.9925,2.87,11.4,0
0.034,94.0,0.99092,3.21,11.2,0
0.037,119.0,0.99137,3.19,10.2,0
0.037,95.0,0.99268,3.25,11.1,0
0.052,183.0,0.99657,3.39,9.5,0
0.041,192.0,0.99642,3.12,10.2,0
0.051,111.0,0.9916,3.37,11.0,0
0.032,148.0,0.99458,3.15,11.5,1
0.036,127.0,0.99373,3.05,9.8,0
0.042,157.0,0.99586,3.11,10.1,0
0.05,195.0,0.99942,2.95,8.8,0
0.032,148.0,0.99458,3.15,11.5,1
0.031,163.0,0.9895,3.39,12.7,1
0.032,214.0,0.9963,3.1,9.8,0
0.03,76.0,0.9892,3.16,12.9,0
0.032,214.0,0.9963,3.1,9.8,0
0.031,163.0,0.9895,3.39,12.7,1
0.06,145.0,1.00196,3.01,8.5,0
0.059,81.0,0.99036,3.24,12.7,1
0.026,105.0,0.989,2.98,13.1,1
0.051,156.0,0.99947,3.35,9.1,0
0.034,122.0,0.9916,3.36,12.5,0
0.047,156.0,0.99945,3.34,9.1,0
0.047,156.0,0.99945,3.34,9.1,0
0.039,162.0,0.99375,3.33,11.2,0
0.034,122.0,0.9916,3.36,12.5,0
0.051,156.0,0.99947,3.35,9.1,0
0.047,156.0,0.99945,3.34,9.1,0
0.047,158.0,0.99946,3.34,9.1,0
0.044,117.0,0.99153,3.24,11.5,0
0.037,86.0,0.98834,3.05,12.9,1
0.076,92.0,0.99138,2.95,12.5,0
0.034,83.0,0.98928,3.25,12.3,0
0.041,97.0,0.99246,3.1,11.4,0
0.052,113.0,0.99576,3.22,9.4,0
0.057,224.0,0.99956,3.11,9.1,0
0.052,113.0,0.99576,3.22,9.4,0
0.04,106.0,0.99026,3.16,12.0,0
0.04,111.0,0.99174,3.18,11.1,0
0.035,97.0,0.99058,3.1,11.8,1
0.042,106.0,0.9905,3.24,11.4,0
0.057,224.0,0.99956,3.11,9.1,0
0.033,128.0,0.99192,3.19,12.1,1
0.057,178.0,0.99554,3.15,10.4,0
0.044,98.0,0.99536,3.12,9.2,0
0.034,134.0,0.99056,3.29,13.0,1
0.033,128.0,0.99192,3.19,12.1,1
0.029,106.0,0.99112,2.93,11.5,1
0.029,106.0,0.99112,2.93,11.5,1
0.047,134.0,0.99616,3.23,10.0,0
0.038,89.0,0.99266,3.25,11.1,0
0.033,107.0,0.98918,3.26,12.4,0
0.031,86.0,0.98926,2.9,12.2,0
0.042,172.0,0.99114,3.06,10.6,0
0.037,145.0,0.9912,3.41,11.1,1
0.027,123.0,0.98936,3.36,13.9,1
0.056,143.0,0.9983,2.99,9.2,0
0.055,103.0,0.99532,2.98,10.5,0
0.042,179.0,0.99189,3.04,11.3,1
0.04,111.0,0.99,3.24,12.9,0
0.035,106.0,0.98914,3.26,12.9,1
0.046,171.0,0.99537,3.12,9.6,0
0.04,108.0,0.99,3.25,12.9,0
0.04,111.0,0.99,3.24,12.9,0
0.047,219.0,0.99742,3.04,8.8,0
0.031,93.0,0.98884,3.23,13.2,1
0.056,143.0,0.9983,2.99,9.2,0
0.042,179.0,0.99189,3.04,11.3,1
0.055,103.0,0.99532,2.98,10.5,0
0.045,131.0,0.99284,3.3,10.5,0
0.038,97.0,0.99026,3.2,12.6,1
0.064,191.0,0.99297,3.05,9.5,0
0.06,184.0,0.99711,3.31,9.8,0
0.032,86.0,0.98934,3.04,13.4,1
0.037,150.0,0.9913,3.05,11.8,1
0.06,184.0,0.99711,3.31,9.8,0
0.039,94.0,0.98964,3.22,13.1,1
0.038,97.0,0.99026,3.2,12.6,1
0.047,131.0,0.992,3.26,10.4,0
0.033,102.0,0.98944,3.22,13.4,1
0.035,88.0,0.99031,3.06,13.0,1
0.032,86.0,0.98934,3.04,13.4,1
0.056,113.0,0.99393,3.11,10.2,1
0.039,98.0,0.9904,3.07,11.7,0
0.064,191.0,0.99297,3.05,9.5,0
0.036,83.0,0.99088,3.03,11.7,0
0.041,81.0,0.99254,3.04,11.4,1
0.037,150.0,0.9913,3.05,11.8,1
0.057,111.0,0.99158,3.09,11.2,0
0.036,134.0,0.99408,3.19,13.0,1
0.036,134.0,0.99408,3.19,13.0,1
0.042,123.0,0.99473,3.34,10.9,0
0.042,102.0,0.98998,3.14,11.6,1
0.038,134.0,0.99146,3.3,11.3,1
0.032,164.0,0.99742,3.29,12.0,0
0.052,141.0,0.99273,3.38,10.5,0
0.036,124.0,0.98922,3.31,13.1,1
0.036,134.0,0.99408,3.19,13.0,1
0.042,123.0,0.99473,3.34,10.9,0
0.054,181.0,0.99869,3.14,9.1,0
0.04,93.0,0.9896,3.18,13.4,1
0.029,133.0,0.99108,3.33,11.5,1
0.031,118.0,0.99134,3.38,11.2,1
0.042,155.0,0.99385,3.36,10.9,0
0.036,115.0,0.98936,3.19,13.5,1
0.054,181.0,0.99869,3.14,9.1,0
0.046,179.0,0.99606,3.17,9.9,0
0.041,167.0,0.99508,2.98,10.5,0
0.046,90.0,0.99038,3.18,11.7,1
0.043,117.0,0.99158,3.49,11.0,0
0.032,63.0,0.9932,2.99,13.0,0
0.03,95.0,0.99164,2.93,13.6,0
0.031,87.0,0.98987,3.08,12.3,1
0.044,171.0,0.98947,3.25,13.3,1
0.036,102.0,0.98819,3.08,13.7,1
0.05,131.0,0.99133,3.19,11.1,0
0.038,132.0,0.99143,3.23,13.4,1
0.048,207.0,0.99571,3.05,9.1,0
0.038,152.0,0.99139,3.31,11.3,1
0.048,178.0,0.99537,3.2,9.4,0
0.048,207.0,0.99571,3.05,9.1,0
0.028,132.0,0.99186,3.37,11.6,0
0.028,132.0,0.99186,3.37,11.6,0
0.024,128.0,0.98984,3.01,12.4,0
0.053,146.0,0.9963,3.11,9.8,0
0.036,50.0,0.99312,3.09,11.1,0
0.034,134.0,0.9897,3.26,13.1,1
0.046,178.0,0.9955,3.14,9.7,0
0.048,179.0,0.99528,3.15,9.2,0
0.036,85.0,0.99279,3.1,11.7,0
0.045,136.0,0.99704,3.14,10.6,0
0.046,178.0,0.9955,3.14,9.7,0
0.048,179.0,0.99528,3.15,9.2,0
0.032,92.0,0.9914,3.1,10.9,0
0.146,105.0,0.99224,3.23,10.1,0
0.029,128.0,0.99074,3.17,12.2,1
0.031,80.0,0.98892,3.03,12.7,0
0.024,99.0,0.98959,2.98,13.0,0
0.03,123.0,0.99212,3.16,11.2,0
0.036,153.0,0.99576,3.2,9.4,0
0.031,159.0,0.9919,3.41,11.0,0
0.031,159.0,0.9919,3.41,11.0,0
0.039,237.0,1.00037,3.1,9.2,0
0.036,153.0,0.99576,3.2,9.4,0
0.039,237.0,1.00037,3.1,9.2,0
0.029,142.0,0.992,3.22,12.3,0
0.031,159.0,0.9919,3.41,11.0,0
0.022,116.0,0.99218,3.04,10.0,0
0.044,110.0,0.99855,3.24,9.0,0
0.044,110.0,0.99855,3.24,9.0,0
0.044,110.0,0.99855,3.24,9.0,0
0.023,87.0,0.99062,2.92,11.1,0
0.042,123.0,0.99362,3.06,9.9,0
0.037,112.0,0.99324,3.66,12.2,1
0.023,87.0,0.99062,2.92,11.1,0
0.044,110.0,0.99855,3.24,9.0,0
0.031,34.0,0.99098,3.01,11.8,0
0.032,78.0,0.99036,3.11,12.9,0
0.05,86.0,0.99398,2.86,9.0,0
0.028,162.0,0.9903,3.01,12.4,0
0.05,86.0,0.99398,2.86,9.0,0
0.032,78.0,0.99036,3.11,12.9,0
0.036,85.0,0.99406,2.99,11.2,0
0.029,112.0,0.9906,3.0,12.6,0
0.031,80.0,0.99089,3.12,11.5,0
0.035,93.0,0.99096,3.07,11.3,1
0.036,85.0,0.99406,2.99,11.2,0
0.031,80.0,0.99089,3.12,11.5,0
0.033,31.0,0.9936,3.32,10.5,0
0.029,112.0,0.9906,3.0,12.6,0
0.027,87.0,0.9911,3.15,11.9,0
0.036,119.0,0.99396,3.18,10.1,0
0.027,112.0,0.99089,3.15,11.0,1
0.048,161.0,0.9968,3.14,10.6,0
0.035,120.0,0.99138,3.04,11.3,1
0.038,124.0,0.99098,3.1,11.2,0
0.028,78.0,0.99238,2.94,11.5,1
0.026,143.0,0.99244,2.92,11.1,0
0.023,130.0,0.99176,3.14,12.8,1
0.037,76.0,0.98993,3.3,12.3,0
0.041,102.0,0.9929,3.26,10.4,0
0.028,78.0,0.99238,2.94,11.5,1
0.032,104.0,0.98988,3.16,11.7,1
0.044,158.0,0.992,3.35,10.7,1
0.042,114.0,0.99784,2.85,9.5,0
0.042,114.0,0.99784,2.85,9.5,0
0.042,114.0,0.99784,2.85,9.5,0
0.037,107.0,0.99006,3.18,12.0,1
0.053,186.0,0.99211,3.31,10.8,0
0.043,158.0,0.99202,3.35,10.7,1
0.044,158.0,0.992,3.35,10.7,1
0.049,107.0,0.99332,3.12,10.7,1
0.031,123.0,0.98958,3.12,12.1,1
0.034,108.0,0.98939,3.0,11.9,1
0.042,137.0,0.99492,3.18,10.8,0
0.033,169.0,0.99043,3.59,12.3,1
0.053,226.0,0.99787,3.3,9.4,0
0.049,88.0,0.99654,3.2,9.9,0
0.039,140.0,0.99304,3.35,10.4,1
0.038,137.0,0.9952,3.35,10.4,0
0.027,122.0,0.99165,3.15,12.6,1
0.017,69.0,0.9892,2.93,12.5,0
0.056,167.0,0.99628,3.04,9.4,0
0.047,151.0,0.99604,3.11,9.2,0
0.047,90.0,0.99164,3.27,11.2,0
0.044,149.0,0.998,2.91,9.2,0
0.044,149.0,0.998,2.91,9.2,0
0.056,167.0,0.99628,3.04,9.4,0
0.047,90.0,0.99164,3.27,11.2,0
0.046,114.0,0.99226,3.27,10.8,0
0.044,149.0,0.998,2.91,9.2,0
0.047,151.0,0.99604,3.11,9.2,0
0.037,95.0,0.98914,2.96,12.5,0
0.041,188.0,0.99794,3.0,9.3,0
0.041,117.0,0.99048,3.21,11.4,0
0.044,118.0,0.99726,3.04,10.0,1
0.031,122.0,1.00295,3.06,10.6,0
0.04,168.0,0.99278,3.07,10.7,1
0.044,118.0,0.99726,3.04,10.0,1
0.037,95.0,0.98914,2.96,12.5,0
0.031,122.0,1.00295,3.06,10.6,0
0.029,93.0,0.99054,3.19,12.8,1
0.041,188.0,0.99794,3.0,9.3,0
0.041,117.0,0.99048,3.21,11.4,0
0.117,183.0,0.99459,3.24,9.5,0
0.117,181.0,0.99459,3.24,9.5,0
0.118,172.0,0.9946,3.24,9.5,0
0.036,124.0,0.99362,3.06,10.8,0
0.036,124.0,0.99362,3.06,10.8,0
0.045,125.0,0.99966,3.2,8.8,0
0.036,124.0,0.99362,3.06,10.8,0
0.021,156.0,0.99442,3.08,11.0,1
0.02,96.0,0.98918,3.29,12.4,0
0.02,66.0,0.99089,3.25,11.3,1
0.018,127.0,0.99474,3.12,11.2,1
0.014,89.0,0.99008,3.24,12.5,1
0.017,99.0,0.99348,3.12,10.0,0
0.047,130.0,0.99283,3.12,11.0,0
0.052,152.0,0.99398,3.16,10.5,0
0.052,152.0,0.99398,3.16,10.5,0
0.047,130.0,0.99283,3.12,11.0,0
0.046,133.0,0.9908,3.12,11.4,1
0.039,139.0,0.99165,3.16,11.3,0
0.031,73.0,0.99076,2.97,12.2,1
0.037,95.0,0.98942,2.9,12.6,1
0.032,138.0,0.99244,2.9,11.1,0
0.035,126.0,0.99058,3.26,12.3,0
0.037,122.0,0.99255,2.92,10.4,0
0.06,190.0,0.99916,3.13,8.8,0
0.036,109.0,0.99306,3.27,9.5,0
0.06,190.0,0.99916,3.13,8.8,0
